path,size_bytes,width,height,ext,folder_guess,last_modified
/public/Velo Gallery/gallery-carousel/weihnachstfeier-320w.webp,14368,,,webp,Velo Gallery,2026-01-04T14:46:47+0100
/public/Velo Gallery/gallery-carousel/TeamEvent und Workshops-80w.webp,3136,,,webp,Velo Gallery,2026-01-04T15:00:18+0100
/public/Velo Gallery/gallery-carousel/why us -320w.webp,10210,,,webp,Velo Gallery,2026-01-04T14:47:09+0100
/public/Velo Gallery/gallery-carousel/3767168a-4c5c-4d36-bf20-8e390b86336c-640w.webp,28538,,,webp,Velo Gallery,2026-01-04T14:47:28+0100
/public/Velo Gallery/gallery-carousel/a30d6ea6-fa0a-4492-b744-7d3e13e444e6-320w.webp,13924,,,webp,Velo Gallery,2026-01-04T14:46:48+0100
/public/Velo Gallery/gallery-carousel/6353f60f-e06b-4a82-9faf-afec2a55a9fd-80w.webp,1580,,,webp,Velo Gallery,2026-01-04T15:00:54+0100
/public/Velo Gallery/gallery-carousel/IMG_5834-320w.webp,21246,,,webp,Velo Gallery,2026-01-04T14:46:58+0100
/public/Velo Gallery/gallery-carousel/IMG_5834.JPG,57381923,,,jpg,Velo Gallery,2026-01-03T17:02:21+0100
/public/Velo Gallery/gallery-carousel/DSC03519-640w.webp,20544,,,webp,Velo Gallery,2026-01-04T14:47:17+0100
/public/Velo Gallery/gallery-carousel/20210910-DSC04622-320w.jpg,18634,,,jpg,Velo Gallery,2026-01-04T14:47:29+0100
/public/Velo Gallery/basil-smash-120w.webp,3576,120,180,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/A7401220-120w.webp,2734,120,80,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/minz-maracuja-80w.webp,1384,80,120,webp,Velo Gallery,2026-01-04T15:01:09+0100
/public/Velo Gallery/A7401220-1920w-80w.webp,1358,80,53,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/himbeer-hibiskus-fizz-120w.webp,3988,120,180,webp,Velo Gallery,2026-01-04T15:01:07+0100
/public/Velo Gallery/wedding-bar-320w.jpg,19396,320,239,jpg,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/event-1-120w.webp,2598,120,80,webp,Velo Gallery,2026-01-04T15:01:06+0100
/public/Velo Gallery/mango-rosmarin.jpg,21531869,5358,8037,jpg,Velo Gallery,2026-01-05T11:37:36+0100
/public/Velo Gallery/wedding-bar-120w.webp,2800,120,90,webp,Velo Gallery,2026-01-04T15:01:02+0100
/public/Velo Gallery/DSC09743-640w.jpg,108626,640,960,jpg,Velo Gallery,2026-01-03T16:49:38+0100
/public/Velo Gallery/drinks-selection-640w.webp,23620,640,427,webp,Velo Gallery,2026-01-04T14:47:37+0100
/public/Velo Gallery/mango-rosmarin-320w.webp,10668,320,480,webp,Velo Gallery,2026-01-04T14:47:38+0100
/public/Velo Gallery/event-2-640w.webp,20884,640,427,webp,Velo Gallery,2026-01-04T14:47:35+0100
/public/Velo Gallery/20220317-_W147453-1920w-80w.webp,1306,80,53,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/DSC09743-640w-80w.webp,2674,80,120,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/gin-tasting-80w.webp,1464,80,53,webp,Velo Gallery,2026-01-04T15:01:04+0100
/public/Velo Gallery/mobile-bar-hero-320w.jpg,19693,320,480,jpg,Velo Gallery,2026-01-04T14:47:32+0100
/public/Velo Gallery/A7401220-1920w-120w.webp,2734,120,80,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/DSC09743-640w-120w.webp,5088,120,180,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/mobile-bar-setup-640w.webp,11832,640,427,webp,Velo Gallery,2026-01-04T14:47:33+0100
/public/Velo Gallery/minz-maracuja.jpg,11517941,5760,8640,jpg,Velo Gallery,2026-01-05T11:37:36+0100
/public/Velo Gallery/mango-rosmarin-320w.jpg,18164,320,480,jpg,Velo Gallery,2026-01-04T14:47:39+0100
/public/Velo Gallery/event-3-640w.jpg,152122,640,960,jpg,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/event-2-640w.jpg,33840,640,427,jpg,Velo Gallery,2026-01-04T14:47:35+0100
/public/Velo Gallery/minz-maracuja-120w.webp,2228,120,180,webp,Velo Gallery,2026-01-04T15:01:09+0100
/public/Velo Gallery/wedding-bar.jpg,765562,2048,1534,jpg,Velo Gallery,2026-01-03T16:55:49+0100
/public/Velo Gallery/basil-smash-320w.jpg,23073,320,480,jpg,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/event-1-320w.webp,10210,320,213,webp,Velo Gallery,2026-01-04T14:47:36+0100
/public/Velo Gallery/mobile-bar-hero-640w.webp,28686,640,960,webp,Velo Gallery,2026-01-04T14:47:33+0100
/public/Velo Gallery/wedding-bar-320w.webp,17338,320,239,webp,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/event-2-80w.webp,1098,80,53,webp,Velo Gallery,2026-01-04T15:01:03+0100
/public/Velo Gallery/event-3-80w.webp,3200,80,120,webp,Velo Gallery,2026-01-04T15:01:02+0100
/public/Velo Gallery/mobile-bar-setup.jpg,11965161,8640,5760,jpg,Velo Gallery,2026-01-05T11:37:36+0100
/public/Velo Gallery/drinks-selection-320w.jpg,14251,320,213,jpg,Velo Gallery,2026-01-04T14:47:37+0100
/public/Velo Gallery/gin-tasting-640w.jpg,53227,640,427,jpg,Velo Gallery,2026-01-04T14:47:36+0100
/public/Velo Gallery/DSC09743-640w-640w.jpg,91110,640,960,jpg,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/mango-rosmarin-120w.webp,2788,120,180,webp,Velo Gallery,2026-01-04T15:01:08+0100
/public/Velo Gallery/DSC09743-640w-320w.webp,22982,320,480,webp,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/A7401220-1920w-320w.webp,13966,320,213,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/20220317-_W147453-1920w-640w.jpg,52262,640,427,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/drinks-selection.jpg,1676372,8640,5760,jpg,Velo Gallery,2026-01-03T16:54:42+0100
/public/Velo Gallery/DSC09743-80w.webp,2674,80,120,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/minz-maracuja-320w.webp,7768,320,480,webp,Velo Gallery,2026-01-04T14:47:39+0100
/public/Velo Gallery/event-1-320w.jpg,14620,320,213,jpg,Velo Gallery,2026-01-04T14:47:37+0100
/public/Velo Gallery/mobile-bar-setup-320w.jpg,8935,320,213,jpg,Velo Gallery,2026-01-04T14:47:33+0100
/public/Velo Gallery/private-feiern/private-feiern-120w.webp,2632,120,90,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/private-feiern/private-feiern-1920w-320w.jpg,19773,320,240,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/private-feiern/private-feiern-1920w-320w.webp,19992,320,240,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/private-feiern/private-feiern-1920w-120w.webp,2632,120,90,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/Velo Gallery/private-feiern/private-feiern-80w.webp,1242,80,60,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/private-feiern/private-feiern-1920w.webp,893662,1920,1440,webp,Velo Gallery,2026-01-03T16:49:27+0100
/public/Velo Gallery/private-feiern/private-feiern-1920w-640w.webp,85102,640,480,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/private-feiern/optimized/private-feiern-1920w.webp,465654,1440,1080,webp,Velo Gallery,2026-01-05T13:02:15+0100
/public/Velo Gallery/private-feiern/private-feiern-1920w-80w.webp,1242,80,60,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/Velo Gallery/private-feiern/private-feiern-1920w-640w.jpg,82496,640,480,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/20220317-_W147453-80w.webp,1306,80,53,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/himbeer-hibiskus-fizz-320w.jpg,27220,320,481,jpg,Velo Gallery,2026-01-04T14:47:38+0100
/public/Velo Gallery/minz-maracuja-640w.jpg,36801,640,960,jpg,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/20220317-_W147453-1920w-640w.webp,38000,640,427,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/basil-smash-320w.webp,16104,320,480,webp,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/event-3-640w.webp,130572,640,960,webp,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/A7401220-1920w-640w.jpg,52653,640,427,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/A7401220-80w.webp,1358,80,53,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/himbeer-hibiskus-fizz-320w.webp,19064,320,481,webp,Velo Gallery,2026-01-04T14:47:38+0100
/public/Velo Gallery/20220317-_W147453-1920w-320w.jpg,16705,320,213,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/mobile-bar-hero-120w.webp,2902,120,180,webp,Velo Gallery,2026-01-04T15:01:00+0100
/public/Velo Gallery/drinks-selection-320w.webp,10206,320,213,webp,Velo Gallery,2026-01-04T14:47:37+0100
/public/Velo Gallery/event-2.jpg,19991306,8640,5760,jpg,Velo Gallery,2026-01-05T11:37:34+0100
/public/Velo Gallery/basil-smash.jpg,11049094,4672,7008,jpg,Velo Gallery,2026-01-05T11:37:33+0100
/public/Velo Gallery/mango-rosmarin-640w.webp,26952,640,960,webp,Velo Gallery,2026-01-04T14:47:39+0100
/public/Velo Gallery/event-2-320w.webp,8022,320,213,webp,Velo Gallery,2026-01-04T14:47:35+0100
/public/Velo Gallery/event-3.jpg,22117493,4965,7448,jpg,Velo Gallery,2026-01-05T11:37:34+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-1920w.webp,958146,1920,2880,webp,Velo Gallery,2026-01-03T16:49:27+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-1920w-120w.webp,7136,120,180,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-1920w-640w.jpg,162900,640,960,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-1920w-80w.webp,3156,80,120,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-1920w-320w.webp,48326,320,480,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-120w.webp,7136,120,180,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/teamevent-und-workshops/optimized/teamevent-und-workshops-1920w.webp,217584,720,1080,webp,Velo Gallery,2026-01-05T13:02:15+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-1920w-320w.jpg,48086,320,480,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-1920w-640w.webp,149996,640,960,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/teamevent-und-workshops/teamevent-und-workshops-80w.webp,3156,80,120,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/event-1-640w.jpg,40168,640,427,jpg,Velo Gallery,2026-01-04T14:47:37+0100
/public/Velo Gallery/mobile-bar-setup-640w.jpg,22378,640,427,jpg,Velo Gallery,2026-01-04T14:47:33+0100
/public/Velo Gallery/20220317-_W147453-1920w.webp,278178,1920,1280,webp,Velo Gallery,2026-01-03T16:49:38+0100
/public/Velo Gallery/basil-smash-80w.webp,1848,80,120,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/event-1.jpg,24705230,8640,5760,jpg,Velo Gallery,2026-01-05T11:37:33+0100
/public/Velo Gallery/mobile-bar-setup-320w.webp,5274,320,213,webp,Velo Gallery,2026-01-04T14:47:33+0100
/public/Velo Gallery/mobile-bar-hero-80w.webp,1550,80,120,webp,Velo Gallery,2026-01-04T15:01:00+0100
/public/Velo Gallery/mango-rosmarin-80w.webp,1554,80,120,webp,Velo Gallery,2026-01-04T15:01:08+0100
/public/Velo Gallery/drinks-selection-640w.jpg,37852,640,427,jpg,Velo Gallery,2026-01-04T14:47:37+0100
/public/Velo Gallery/DSC09743-640w-320w.jpg,31125,320,480,jpg,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/gin-tasting-320w.jpg,18136,320,213,jpg,Velo Gallery,2026-01-04T14:47:36+0100
/public/Velo Gallery/himbeer-hibiskus-fizz.jpg,12700012,4422,6633,jpg,Velo Gallery,2026-01-05T11:37:35+0100
/public/Velo Gallery/gin-tasting-320w.webp,15476,320,213,webp,Velo Gallery,2026-01-04T14:47:35+0100
/public/Velo Gallery/event-3-120w.webp,6824,120,180,webp,Velo Gallery,2026-01-04T15:01:02+0100
/public/Velo Gallery/20220317-_W147453-1920w-120w.webp,2472,120,80,webp,Velo Gallery,2026-01-04T15:01:10+0100
/public/Velo Gallery/hochzeit/hochzeiten-1920w.webp,674854,1920,1438,webp,Velo Gallery,2026-01-03T16:49:27+0100
/public/Velo Gallery/hochzeit/hochzeiten-1920w-640w.jpg,72719,640,479,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/hochzeit/hochzeiten-1920w-80w.webp,1420,80,60,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/Velo Gallery/hochzeit/hochzeiten-1920w-640w.webp,66120,640,479,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/hochzeit/hochzeiten-80w.webp,1420,80,60,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/hochzeit/hochzeiten-1920w-120w.webp,2780,120,90,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/Velo Gallery/hochzeit/optimized/hochzeiten-1920w.webp,339424,1442,1080,webp,Velo Gallery,2026-01-05T13:02:17+0100
/public/Velo Gallery/hochzeit/hochzeiten-1920w-320w.webp,17658,320,240,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/hochzeit/hochzeiten-120w.webp,2780,120,90,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/hochzeit/hochzeiten-1920w-320w.jpg,19271,320,240,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/optimized/gin-tasting.webp,162660,1620,1080,webp,Velo Gallery,2026-01-05T13:02:03+0100
/public/Velo Gallery/optimized/basil-smash.webp,59648,720,1080,webp,Velo Gallery,2026-01-05T13:02:12+0100
/public/Velo Gallery/optimized/drinks-selection.webp,90010,1620,1080,webp,Velo Gallery,2026-01-05T13:02:14+0100
/public/Velo Gallery/optimized/A7401220-1920w.webp,173976,1620,1080,webp,Velo Gallery,2026-01-05T13:02:15+0100
/public/Velo Gallery/optimized/event-1.webp,110872,1620,1080,webp,Velo Gallery,2026-01-05T13:01:58+0100
/public/Velo Gallery/optimized/bar-icon.webp,90010,1620,1080,webp,Velo Gallery,2026-01-05T13:02:14+0100
/public/Velo Gallery/optimized/partner2.webp,110872,1620,1080,webp,Velo Gallery,2026-01-05T13:01:58+0100
/public/Velo Gallery/optimized/partner3.webp,90010,1620,1080,webp,Velo Gallery,2026-01-05T13:02:15+0100
/public/Velo Gallery/optimized/himbeer-hibiskus-fizz.webp,71882,720,1080,webp,Velo Gallery,2026-01-05T13:02:09+0100
/public/Velo Gallery/optimized/mobile-bar-setup.webp,45150,1620,1080,webp,Velo Gallery,2026-01-05T13:02:10+0100
/public/Velo Gallery/optimized/minz-maracuja.webp,25536,720,1080,webp,Velo Gallery,2026-01-05T13:02:11+0100
/public/Velo Gallery/optimized/partner1.webp,173976,1620,1080,webp,Velo Gallery,2026-01-05T13:02:15+0100
/public/Velo Gallery/optimized/wedding-bar.webp,393888,1442,1080,webp,Velo Gallery,2026-01-05T13:02:16+0100
/public/Velo Gallery/optimized/mango-rosmarin.webp,40892,720,1080,webp,Velo Gallery,2026-01-05T13:02:01+0100
/public/Velo Gallery/optimized/event-2.webp,97124,1620,1080,webp,Velo Gallery,2026-01-05T13:02:01+0100
/public/Velo Gallery/optimized/mobile-bar-hero.webp,44580,720,1080,webp,Velo Gallery,2026-01-05T13:02:09+0100
/public/Velo Gallery/optimized/event-3.webp,196020,720,1080,webp,Velo Gallery,2026-01-05T13:01:59+0100
/public/Velo Gallery/wedding-bar-80w.webp,1464,80,60,webp,Velo Gallery,2026-01-04T15:01:02+0100
/public/Velo Gallery/A7401220-1920w.jpg,861283,1920,1280,jpg,Velo Gallery,2026-01-03T16:49:38+0100
/public/Velo Gallery/minz-maracuja-320w.jpg,14352,320,480,jpg,Velo Gallery,2026-01-04T14:47:39+0100
/public/Velo Gallery/himbeer-hibiskus-fizz-640w.jpg,78511,640,960,jpg,Velo Gallery,2026-01-04T14:47:38+0100
/public/Velo Gallery/A7401220-1920w-320w.jpg,17374,320,213,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/himbeer-hibiskus-fizz-80w.webp,2218,80,120,webp,Velo Gallery,2026-01-04T15:01:07+0100
/public/Velo Gallery/gin-tasting-120w.webp,2978,120,80,webp,Velo Gallery,2026-01-04T15:01:05+0100
/public/Velo Gallery/basil-smash-640w.webp,40732,640,960,webp,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/20220317-_W147453-1920w-320w.webp,12942,320,213,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/event-3-320w.webp,42466,320,481,webp,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/DSC09743-120w.webp,5088,120,180,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/wedding-bar-640w.jpg,73740,640,479,jpg,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/gin-tasting.jpg,18464162,8640,5760,jpg,Velo Gallery,2026-01-05T11:37:35+0100
/public/Velo Gallery/himbeer-hibiskus-fizz-640w.webp,48040,640,960,webp,Velo Gallery,2026-01-04T14:47:38+0100
/public/Velo Gallery/drinks-selection-120w.webp,2514,120,80,webp,Velo Gallery,2026-01-04T15:01:06+0100
/public/Velo Gallery/drinks-selection-80w.webp,1402,80,53,webp,Velo Gallery,2026-01-04T15:01:06+0100
/public/Velo Gallery/wedding-bar-640w.webp,66122,640,479,webp,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/mobile-bar-hero-640w.jpg,54139,640,960,jpg,Velo Gallery,2026-01-04T14:47:33+0100
/public/Velo Gallery/event-1-640w.webp,24858,640,427,webp,Velo Gallery,2026-01-04T14:47:37+0100
/public/Velo Gallery/mango-rosmarin-640w.jpg,51582,640,960,jpg,Velo Gallery,2026-01-04T14:47:39+0100
/public/Velo Gallery/mobile-bar-hero-320w.webp,12064,320,480,webp,Velo Gallery,2026-01-04T14:47:32+0100
/public/Velo Gallery/mobile-bar-hero.jpg,12570875,5760,8640,jpg,Velo Gallery,2026-01-05T11:37:36+0100
/public/Velo Gallery/event-2-320w.jpg,11852,320,213,jpg,Velo Gallery,2026-01-04T14:47:35+0100
/public/Velo Gallery/event-3-320w.jpg,45834,320,481,jpg,Velo Gallery,2026-01-04T14:47:34+0100
/public/Velo Gallery/event-2-120w.webp,1926,120,80,webp,Velo Gallery,2026-01-04T15:01:04+0100
/public/Velo Gallery/20220317-_W147453-120w.webp,2472,120,80,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/basil-smash-640w.jpg,65892,640,960,jpg,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/DSC09743-640w-640w.webp,57428,640,960,webp,Velo Gallery,2026-01-04T14:47:40+0100
/public/Velo Gallery/mobile-bar-setup-120w.webp,1570,120,80,webp,Velo Gallery,2026-01-04T15:01:01+0100
/public/Velo Gallery/mobile-bar-setup-80w.webp,1016,80,53,webp,Velo Gallery,2026-01-04T15:01:01+0100
/public/Velo Gallery/A7401220-1920w-640w.webp,37702,640,427,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/event-1-80w.webp,1366,80,53,webp,Velo Gallery,2026-01-04T15:01:06+0100
/public/Velo Gallery/minz-maracuja-640w.webp,17380,640,960,webp,Velo Gallery,2026-01-04T14:47:39+0100
/public/Velo Gallery/firemnfeier/firmenfeier-1920w-80w.webp,1306,80,53,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/Velo Gallery/firemnfeier/firmenfeier-1920w.webp,278178,1920,1280,webp,Velo Gallery,2026-01-03T16:49:10+0100
/public/Velo Gallery/firemnfeier/firmenfeier-1920w-640w.webp,38000,640,427,webp,Velo Gallery,2026-01-04T14:47:42+0100
/public/Velo Gallery/firemnfeier/firmenfeier-1920w-640w.jpg,52262,640,427,jpg,Velo Gallery,2026-01-04T14:47:42+0100
/public/Velo Gallery/firemnfeier/firmenfeier-1920w-120w.webp,2472,120,80,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/Velo Gallery/firemnfeier/firmenfeier-80w.webp,1306,80,53,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/firemnfeier/firmenfeier-1920w-320w.jpg,16705,320,213,jpg,Velo Gallery,2026-01-04T14:47:42+0100
/public/Velo Gallery/firemnfeier/firmenfeier-1920w-320w.webp,12942,320,213,webp,Velo Gallery,2026-01-04T14:47:42+0100
/public/Velo Gallery/firemnfeier/firmenfeier-120w.webp,2472,120,80,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/messen/messen-1920w.webp,337918,1920,2880,webp,Velo Gallery,2026-01-03T16:49:27+0100
/public/Velo Gallery/messen/messen-1920w-640w.webp,62426,640,960,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/messen/messen-80w.webp,2882,80,120,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/messen/messen-1920w-320w.jpg,34036,320,480,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/messen/messen-1920w-320w.webp,25916,320,480,webp,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/messen/messen-120w.webp,5510,120,180,webp,Velo Gallery,2026-01-04T15:05:51+0100
/public/Velo Gallery/messen/messen-1920w-640w.jpg,96751,640,960,jpg,Velo Gallery,2026-01-04T14:47:41+0100
/public/Velo Gallery/messen/messen-1920w-80w.webp,2882,80,120,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/Velo Gallery/messen/messen-1920w-120w.webp,5510,120,180,webp,Velo Gallery,2026-01-04T15:01:11+0100
/public/velo.svg,119486,780,630,svg,velo.svg,2026-01-01T20:49:22+0100
/public/custom-hero.jpg,19396,320,239,jpg,custom-hero.jpg,2026-01-04T15:28:46+0100
/public/icons/barkeeper.svg,490,128,128,svg,icons,2026-01-01T22:54:06+0100
/public/icons/certificate.svg,704,128,128,svg,icons,2026-01-01T22:54:10+0100
/public/icons/time.svg,481,128,128,svg,icons,2026-01-01T22:54:28+0100
/public/icons/crown.svg,508,128,128,svg,icons,2026-01-01T22:53:21+0100
/public/icons/bar.svg,681,128,128,svg,icons,2026-01-01T22:54:03+0100
/public/icons/insurance.svg,555,128,128,svg,icons,2026-01-01T22:54:25+0100
/public/icons/deco.svg,413,128,128,svg,icons,2026-01-01T22:54:16+0100
/public/icons/guests.svg,725,128,128,svg,icons,2026-01-01T22:54:23+0100
/public/icons/cocktails.svg,589,128,128,svg,icons,2026-01-01T22:54:13+0100
/public/icons/eco.svg,512,128,128,svg,icons,2026-01-01T22:54:19+0100
/public/Diamond.svg,265,64,64,svg,Diamond.svg,2026-01-04T14:18:39+0100
/public/assets/images/hero/business-hero.webp,518,512,512,webp,assets,2026-01-04T15:27:03+0100
/public/assets/images/photos/bar-team-interaction.webp,518,512,512,webp,assets,2026-01-04T15:27:29+0100
/public/assets/_originals/custom-background.jpg,19396,320,239,jpg,assets,2026-01-04T15:28:50+0100
/public/assets/custom-background.webp,18410,320,239,webp,assets,2026-01-04T15:28:50+0100
/public/assets/custom-background.jpg,19396,320,239,jpg,assets,2026-01-04T15:25:28+0100
/public/assets/custom-background-320w.webp,18410,320,239,webp,assets,2026-01-04T15:28:50+0100